date,beta_const,beta_oil,beta_ofz,fair_expanding,deviation_pct
2019-12-17,5.491763684667958,0.3308817092828843,-0.06832942176248612,2430.4093100449018,23.982819994395488
2019-12-18,5.492781580946452,0.33090540361096343,-0.0684499770082507,2435.2547492186777,24.172635366800478
2019-12-19,5.4938077784727986,0.3309297730043649,-0.06857201687182153,2429.3846815327583,23.833414397835618
2019-12-20,5.49478798402388,0.3309555889591197,-0.06869043369413455,2430.7269342442482,24.075228587439025
2019-12-23,5.495760401957577,0.3309833339347358,-0.06880964061877708,2435.0719844151317,24.588103325769907
2019-12-24,5.49678710735112,0.33100797788236913,-0.0689318438735931,2441.481752229396,24.129127618204404
2019-12-25,5.497822796592644,0.3310301693944835,-0.0690531155865015,2444.4986270247587,23.98616086313321
2019-12-26,5.498853617099251,0.3310523137400929,-0.06917391789964819,2454.28812988072,23.525431390459485
2019-12-27,5.499922488000957,0.331069362457997,-0.0692946357024764,2435.946510309166,25.22729818122482
2019-12-30,5.500826948662129,0.33110929322770966,-0.06941690722660568,2449.200580901006,24.36180293896111
2020-01-03,5.501785307549305,0.3311412038096055,-0.06953842714397994,2461.3920047955885,24.984967612076225
2020-01-06,5.502796577341049,0.3311727132626756,-0.06966523341933696,2458.5681700230552,25.230206651993203
2020-01-08,5.5036963763142515,0.3312171185220447,-0.06979124502590613,2462.37049176024,26.303495367862183
2020-01-09,5.50458180101454,0.3312691780452216,-0.0699221133997617,2470.9409532001737,26.189984263351217
2020-01-10,5.5054940542735995,0.33131907111049075,-0.07005412751149538,2493.257387019113,25.284297412012613
2020-01-13,5.506540275374063,0.3313534528258971,-0.07018754922271496,2505.61766618201,25.784952849668286
2020-01-14,5.507657479989581,0.331384722202466,-0.07032588099066385,2498.410568200245,25.27044353060679
2020-01-15,5.5086679596246375,0.33142301675295105,-0.0704589707994595,2492.657176974491,25.674321721300153
2020-01-16,5.509636818946591,0.3314662321226131,-0.07059169691118371,2497.8014397626957,26.400359521770223
2020-01-17,5.5106379315743155,0.33151021663283264,-0.07072840452247446,2504.7750966137532,27.63141905722055
2020-01-20,5.511704459974234,0.33155430180879764,-0.0708719439452744,2506.640650485049,28.45558853347918
2020-01-21,5.512766369127925,0.3316030545222085,-0.0710188508260364,2506.611299106345,28.03022156423487
2020-01-22,5.51377739920218,0.3316546344203245,-0.07116290024452403,2508.33435102175,26.562872238577118
2020-01-23,5.514721202724166,0.331705822436836,-0.07129986461255196,2515.520839856816,24.87274803013746
2020-01-24,5.515624256285897,0.3317535617714715,-0.07143005563197667,2518.543897982426,24.921388208495433
2020-01-27,5.516548847779543,0.33179908843855505,-0.07156064975046014,2508.5238385214066,22.987071225860014
2020-01-28,5.517362926521524,0.3318439286016325,-0.07167925489231056,2510.7651832798824,23.990089584294406
2020-01-29,5.518270614849114,0.3318832463092297,-0.07180279227776264,2513.0930005050877,24.49996873856901
2020-01-30,5.519256263923951,0.33191615341346636,-0.0719289623280029,2508.1761912273587,23.937864129028274
2020-01-31,5.520229196811367,0.3319457684720447,-0.07205099965650254,2503.3276733833923,22.902408370763915
2020-02-03,5.5211642404973045,0.33197258940783536,-0.07216679253539646,2502.164373191012,22.727348886506427
2020-02-04,5.522110219394717,0.3319963992609314,-0.07228116873505168,2511.731591336534,23.325279288768087
2020-02-05,5.523184343221324,0.3320099760331575,-0.07240027801343576,2516.2120019985728,23.767393110215608
2020-02-06,5.5243253478426455,0.3320185209018779,-0.07252208501249242,2514.9097103455088,23.132849949295608
2020-02-07,5.525468113377097,0.3320225909172185,-0.07264034749170947,2522.719885412317,22.392898944281846
2020-02-10,5.526670071838854,0.33201684173184254,-0.07275669791463914,2528.4872920844073,21.11628994881929
2020-02-11,5.527897523573988,0.33200174174803465,-0.07286806605768213,2529.304244092143,22.467670990360865
2020-02-12,5.529213066706907,0.33198339895673645,-0.07298565033555154,2540.9040397266645,22.8802800571672
2020-02-13,5.530669953317105,0.3319526404128508,-0.07310755959124039,2543.3323283176323,22.28248606650791
2020-02-14,5.532143743813863,0.331916523177869,-0.07322680360876792,2553.8534436029468,21.263027358020903
2020-02-17,5.53361730583263,0.3318762364129101,-0.07334280233100313,2552.7541754856948,21.831550795848575
2020-02-18,5.535136772613037,0.33183300337340954,-0.07346097248985742,2551.492043622557,20.480485435319085
2020-02-19,5.536590032092996,0.33178915769964334,-0.07357188899585639,2563.5379028223365,21.4949853704524
2020-02-20,5.538202752704437,0.331734114290718,-0.07368996213797435,2568.6816912614936,21.66162941213812
2020-02-21,5.5398415764588975,0.33167736403928494,-0.0738093572518842,2562.767478400576,21.19827593326862
2020-02-25,5.541373974582492,0.3316287436970473,-0.07392451294943359,2550.7427981793426,17.717866424762185
2020-02-26,5.542599432514199,0.33159384687124616,-0.07401964654713457,2553.15035558817,18.18418736662597
2020-02-27,5.543885837651638,0.3315544226585357,-0.07411724590088005,2521.196384927532,15.653029547073993
2020-02-28,5.544890376318956,0.3315286762732096,-0.07419706183937853,2485.2377134946028,12.064933864365667
2020-03-02,5.545589655939936,0.33151447192906675,-0.07425515607951406,2492.5956076780208,10.959434875056019
2020-03-03,5.546272084902384,0.33149693995771223,-0.07430897508985185,2533.0429206745443,11.382636945159796
2020-03-04,5.547165382536914,0.33146111969420083,-0.07436954136714795,2553.8535473364173,10.735010742864205
2020-03-05,5.548097851035202,0.33141884784255843,-0.0744290119022853,2528.865954419505,11.381941580472832
2020-03-06,5.5490257930811255,0.33137810565585163,-0.07448897226518,2476.6716352206518,9.805028705701368
2020-03-10,5.54968146842282,0.33135529761258037,-0.07453563837009292,2376.107600750701,5.169479665419696
2020-03-11,5.549915791075274,0.33135176597666655,-0.07455536168890955,2333.2242649091013,6.842708499652894
2020-03-12,5.550184419559948,0.33134871804614485,-0.07457827823895835,2194.6252154950366,4.181797596099424
2020-03-13,5.550170051336524,0.3313618188604295,-0.07458580877428632,2232.2667230302754,3.76806571105186
2020-03-16,5.550239097037149,0.3313655834639768,-0.07459445203538184,2188.524607842807,3.5811976651451083
2020-03-17,5.5502807547865824,0.3313702722359707,-0.07460095994292454,2186.0560348308295,1.7695779318009919
2020-03-18,5.550316933220007,0.33137075796291704,-0.07460423559335758,2111.2646914152533,0.06514145717202435
2020-03-19,5.55031705021719,0.3313708641629918,-0.0746042993118824,2158.104765155543,5.449004920573497
2020-03-20,5.550477885131242,0.3313646633726251,-0.07461291256237874,2230.595942039461,4.528568175739656
2020-03-23,5.5507848651012255,0.33134284740362585,-0.07462430561548612,2239.8388556879077,0.6032194806238733
2020-03-24,5.550834326640059,0.3313390347469001,-0.07462594739173589,2310.205208152764,4.578155718547827
2020-03-25,5.551362591717274,0.33129528863307584,-0.07464211963925754,2309.1302217465573,6.217049904827743
2020-03-26,5.552135372505669,0.3312291169263871,-0.07466413052700767,2313.225522692558,7.640607263476573
2020-03-27,5.553168288133781,0.3311381453243552,-0.07469171565870951,2317.768439465729,3.5957673387546185
2020-03-30,5.5537022442924,0.33109015712705203,-0.07470528313257833,2314.7802598528274,5.122289238578137
2020-03-31,5.554507042782807,0.3310163018705624,-0.07472455330520736,2350.844054269136,6.7195416660666085
2020-04-01,5.555694558610456,0.33090619500809576,-0.07475258839985027,2337.4865491580827,5.823496648181625
2020-04-02,5.5567618614858745,0.33080559732180426,-0.07477639341335023,2331.2672804858908,9.208841959527025
2020-04-03,5.558493437255184,0.3306401639400307,-0.07481321538592217,2337.0010061112266,10.065421164717204
2020-04-06,5.560508981568589,0.33044530038796194,-0.0748544258303313,2351.2190814812675,11.541711304408487
2020-04-07,5.562999293569294,0.33020208583310057,-0.0749037524804038,2349.6269966494224,12.13439425735019
2020-04-08,5.565753492213598,0.3299300402066341,-0.07495591775835295,2344.782435674372,13.874957410795297
2020-04-09,5.569014190041623,0.32960471342765063,-0.07501506154163647,2351.4641815918962,14.897348688124756
2020-04-10,5.572655619837387,0.3292394924427883,-0.07507980480575738,2356.22845823953,13.650269804515425
2020-04-13,5.57615621984382,0.32888642945603863,-0.07514062895036955,2352.339469211951,11.754703536929645
2020-04-14,5.579280637923379,0.3285693767602344,-0.07519334677571916,2353.8216955243183,11.810933045791083
2020-04-15,5.5825191052946685,0.32823923464875393,-0.07524684522664687,2338.9370405583404,6.840840803626946
2020-04-16,5.584471695839891,0.3280386070951723,-0.07527771614395155,2360.780753413278,6.5346706323183845
2020-04-17,5.586456172940281,0.32783437482597433,-0.07530908817592719,2429.875348215881,4.325104654495293
2020-04-20,5.587929168225139,0.3276835690584506,-0.07533347182471356,2452.9739006229174,2.9758204666811006
2020-04-21,5.58899822190956,0.3275740151710042,-0.0753511822636068,2420.610932005662,2.784795652330807
2020-04-22,5.5899977435736465,0.3274707150717193,-0.07536692117757213,2441.2363068829527,5.414211346291609
2020-04-23,5.5920083630266575,0.32726264293847396,-0.07539852145845967,2458.536553113106,5.729971625132602
2020-04-24,5.594222283039221,0.3270331538324785,-0.07543314778353562,2471.7061370277543,3.6543123642060804
2020-04-27,5.595707438465883,0.32687880008196224,-0.0754561122052858,2463.1587509179044,4.3745150020046975
2020-04-28,5.597508876647602,0.3266907614213894,-0.07548326387184119,2463.0863259977655,6.055560149391592
2020-04-29,5.6000567500402,0.3264237573058557,-0.0755208205613269,2461.9999736132017,8.169781825448496
2020-04-30,5.6035365249691536,0.3260579204902099,-0.07557115653326625,2455.6762853932983,7.936050682490081
2020-05-04,5.606976857484279,0.32569493778839076,-0.07561981542580018,2454.4692584704544,6.933097285381784
2020-05-05,5.610066937641009,0.3253678774415768,-0.0756626789494408,2457.045726478243,7.995955118155473
2020-05-06,5.613698972847218,0.3249825129909053,-0.07571232840557816,2450.676153572422,7.403011865240172
2020-05-07,5.617124302212864,0.32461790948049896,-0.07575814829894997,2453.6325538586516,7.351037377528158
2020-05-08,5.6205976865696545,0.3242474728063384,-0.07580406128313164,2488.561548386391,6.147665976467742
2020-05-12,5.623634285341314,0.3239242105007435,-0.07584495007918644,2502.1277245280207,5.591731952787149
2020-05-13,5.626487665234858,0.3236200963418578,-0.075883173276029,2504.743413452937,4.001870451428036
2020-05-14,5.628587182508356,0.3233958801720892,-0.07591094423981948,2523.6782559438234,2.640263032708079
2020-05-15,5.630027826808084,0.3232419281164222,-0.07592997811482459,2552.5710554358843,1.6195022064549924
2020-05-18,5.630947261398504,0.32314372351418374,-0.07594221962373397,2563.2714216068334,5.109820883153304
2020-05-19,5.63385155479157,0.3228333071881721,-0.07598077423360997,2557.691866928924,6.0221536089889005
2020-05-20,5.637313933366183,0.3224622006386474,-0.07602584198309668,2556.3123604427687,8.39011862854202
2020-05-21,5.642162441347381,0.3219413704765897,-0.07608798543110162,2553.3445531330344,6.474858501337244
2020-05-22,5.645993521181064,0.3215288979874531,-0.0761362935383226,2542.190486937799,6.576592663738179
2020-05-25,5.649929855490359,0.32110379933138244,-0.07618478299237881,2542.878005770622,8.457031510806035
2020-05-26,5.655027541519862,0.32055230730192946,-0.07624678026577446,2531.7727717888188,8.779114408997257
2020-05-27,5.660378031509449,0.31997173214418473,-0.07631031830944177,2516.528826222404,8.920667684724393
2020-05-28,5.6658794818630085,0.31937271880081847,-0.07637380907092847,2515.265196750712,10.524329744285165
2020-05-29,5.67242297936829,0.31865892257680045,-0.07644822462881933,2507.333650395661,9.07323800198827
2020-06-01,5.678150243112766,0.3180328407704073,-0.07651218717252829,2509.4544016627897,9.595137420216249
2020-06-02,5.684248811949204,0.317365563154081,-0.07657981746811166,2510.824444549946,11.378157324785088
2020-06-03,5.6915139666372925,0.31656964159276935,-0.07665957634986426,2497.6344802693898,13.350453093306335
2020-06-04,5.699997841625008,0.3156380031806024,-0.07675070922510177,2486.4914356886425,11.251539430051348
2020-06-05,5.707255655433493,0.31483924379645756,-0.07682708423092259,2460.811861083787,13.48856221661845
2020-06-08,5.715835606508887,0.31389190638782927,-0.07691446609713329,2447.127681739723,14.268659574478848
2020-06-09,5.72487254067196,0.31289207712716666,-0.07700460664800217,2472.125368662345,13.097015039850014
2020-06-10,5.733212617956958,0.3119716433729489,-0.0770900193455604,2490.7760327479114,11.819768754049376
2020-06-11,5.740793870127326,0.31113630995652264,-0.07716899698671113,2488.8783802398684,10.242429754063087
2020-06-15,5.7474137888796735,0.31040637297955853,-0.07723749592924488,2498.7989238257046,8.814677886809385
2020-06-16,5.753162992750867,0.30977277932853703,-0.077297348552353,2503.6565328289303,9.771446840379605
2020-06-17,5.759486714634156,0.30907611523338296,-0.07736342417579316,2522.502711058403,8.626245989257896
2020-06-18,5.765099682374208,0.3084588020206976,-0.07742310069762273,2520.217093290387,8.099020804716627
2020-06-19,5.770336040804134,0.3078828567854658,-0.07747870104541624,2533.273536845748,8.89743882276921
2020-06-22,5.776052647437418,0.3072548648409814,-0.07754015261007635,2515.152345348958,9.865710723642662
2020-06-23,5.782280575671628,0.3065695958891377,-0.07760599035151908,2516.307132822314,10.95505646278161
2020-06-25,5.7891280428197325,0.30581617543665995,-0.07767839218165853,2503.322515430556,10.283432637331114
2020-06-26,5.795533243877058,0.3051103379744249,-0.07774507625024919,2513.926750743389,9.857616145073834
2020-06-29,5.801684514748994,0.3044330273961592,-0.07780966565519126,2505.592555807691,10.470874188390788
2020-06-30,5.808139274061189,0.30372175456651895,-0.07787688708555932,2480.1860409168025,10.604606055518872
2020-07-02,5.814565473886236,0.30301197379991274,-0.07794214545567776,2487.769004141217,12.100038040416706
2020-07-03,5.821806105841198,0.30221295433368556,-0.07801634423797951,2463.8741813607903,13.70954008912304
2020-07-06,5.829848712374797,0.30132321035245113,-0.07809656258730528,2471.7332151018604,14.704126751121137
2020-07-07,5.838384749854242,0.3003797724531567,-0.07818253471703966,2489.012752052118,13.507252932741999
2020-07-08,5.846261258327272,0.2995107372508853,-0.07826333307862633,2503.150727353665,12.491428072208022
2020-07-09,5.853536376614409,0.2987094164907757,-0.07833924640473577,2509.225769447386,10.887989190896219
2020-07-10,5.85987675201125,0.2980116369052809,-0.07840593803277005,2509.0075525529937,11.635375395739889
2020-07-13,5.866574653683242,0.2972746070115245,-0.07847645088392464,2522.885221358489,9.667692234931579
2020-07-14,5.872163302473005,0.29666064063379893,-0.07853623811802432,2526.465216314776,8.631616310289768
2020-07-15,5.877143682527293,0.2961137805401366,-0.07858977232999885,2524.3943237344197,8.854229870669572
2020-07-16,5.8821933198285326,0.29555938982766905,-0.07864408167674777,2526.6290860184886,9.236849020418658
2020-07-17,5.887393959358283,0.2949888301616951,-0.07870036107668045,2532.2523459540866,9.57794172580899
2020-07-20,5.89274261431935,0.29440250113744015,-0.07875867360685554,2542.7952493239854,10.2031317993452
2020-07-21,5.8983677235982475,0.2937869151329411,-0.07882096013158352,2551.3408882385224,10.7539181857782
2020-07-22,5.904221745328909,0.293147220372746,-0.07888663667470426,2547.8629517543295,11.255984080627401
2020-07-23,5.910250951520834,0.2924885386705307,-0.07895435192604155,2550.2239655636217,11.825080405035315
2020-07-24,5.916500493749479,0.29180629678965386,-0.0790249748139186,2550.90638961,12.239320567060608
2020-07-27,5.922872735614582,0.2911111677191838,-0.07909739263844828,2548.073343922562,13.218091107179442
2020-07-28,5.9296073348199005,0.29037697020073827,-0.07917424846650901,2545.598084697604,13.743407390407247
2020-07-29,5.936461218116988,0.2896303981746915,-0.07925292549443608,2546.171589261734,14.619926336001576
2020-07-30,5.943547464014098,0.2888598921578775,-0.07933538128410215,2531.417008883785,13.87416572945761
2020-07-31,5.950147964526289,0.2881417577030765,-0.07941158623267466,2535.9092240668974,14.81365233297456
2020-08-03,5.957000320120137,0.28739798286434515,-0.07949218158905848,2556.1068669048777,14.626271613902553
2020-08-04,5.9636677175994395,0.2866771530845371,-0.07957322995288389,2562.0807529138165,14.768435641845334
2020-08-05,5.970262958539761,0.28596579958694857,-0.07965484171221544,2566.4042353424625,16.613741466984532
2020-08-06,5.977451719438513,0.2851923824029731,-0.07974544673006956,2562.644370328072,16.617820037877884
2020-08-07,5.984454112026114,0.2844402385724947,-0.07983461786368068,2569.1050647555635,15.695930103302459
2020-08-10,5.990939602884119,0.2837457234141293,-0.0799190114308569,2571.000113306212,15.160632808862285
2020-08-11,5.997076683974163,0.28309002236242997,-0.08000011261373628,2577.0746276325385,16.629528992769572
2020-08-12,6.003614610786232,0.28239362459437156,-0.08008833728156367,2577.8472855831087,18.47055553212058
2020-08-13,6.010596685919415,0.28165231229473914,-0.0801845102135538,2576.335983899942,19.566703226997895
2020-08-14,6.0177368509865055,0.28089635205702107,-0.08028455842821192,2568.9688771197425,19.19140115986999
2020-08-17,6.024502219350824,0.28018187542052686,-0.08038066707959299,2530.3849382493877,20.632238749879804
2020-08-18,6.031406747343969,0.27945098051257716,-0.0804765251700697,2558.5814766160715,19.234037605665556
2020-08-19,6.037798901756623,0.27877884501050876,-0.0805694787942315,2570.750155043838,18.896812823410226
2020-08-20,6.043948427897526,0.27813536334340383,-0.08066167450384151,2564.512700293667,16.735237835132864
2020-08-21,6.049268844115804,0.277580095624399,-0.0807425056345387,2557.9534971630524,17.109634843727186
2020-08-24,6.054527347465091,0.27703268930921854,-0.08082340646395773,2568.1447587991647,17.961419021275194
2020-08-25,6.0598763859159535,0.27647904848934834,-0.08090846625751454,2570.0373869383207,17.86015313997047
2020-08-26,6.0650315774481545,0.2759479450101162,-0.08099247786463976,2570.3012107500695,18.739779883983676
2020-08-27,6.070216374862644,0.27541674266825555,-0.08107936759000592,2578.5019706415587,16.812398605636126
2020-08-28,6.074762302954718,0.27495404413762237,-0.08115816101693066,2594.9658140858423,14.844287497862773
2020-08-31,6.07870124263549,0.2745564550181907,-0.08122938575429445,2600.7190717464414,14.053072176231996
2020-09-01,6.082325934938131,0.27419302790525346,-0.08129700105599866,2612.8372600844427,13.860899239620172
2020-09-02,6.0857980475741575,0.2738478123030337,-0.08136431645430119,2584.7290700430567,14.383361655415206
2020-09-03,6.089210784992872,0.2735090538167122,-0.08143054365589072,2585.8813972395906,13.381843542004802
2020-09-04,6.0922929083351836,0.27320513690921927,-0.08149201717227193,2600.9858917204024,12.324715381964758
2020-09-07,6.095097333477219,0.2729306803335585,-0.08154982972691821,2594.879921559092,13.002916845500145
2020-09-08,6.0979628663236545,0.27265128647791587,-0.08160967376322084,2582.0292916326184,11.88060528056274
2020-09-09,6.100523498909485,0.27240191803650826,-0.08166323524281692,2592.210857860995,10.950464977730867
2020-09-10,6.10286436598839,0.2721752066857817,-0.08171333199232272,2602.74653945909,11.326629622651495
2020-09-11,6.105239496423078,0.27194677411401524,-0.08176558297265892,2596.6678712291177,12.086340815790475
2020-09-14,6.107682744827161,0.27171300903582774,-0.08182025578726658,2596.9919883105595,12.760455680304993
2020-09-15,6.110177739467175,0.2714759420264077,-0.08187743580813946,2599.094037616936,14.677651399363834
2020-09-16,6.11295553422684,0.271213634996818,-0.08194245560035411,2605.425884218763,14.185170954961057
2020-09-17,6.115593370613746,0.2709662435675153,-0.08200567073964396,2605.5900944797963,14.052475341226112
2020-09-18,6.1181347808517295,0.2707295692814159,-0.08206794324338088,2601.4567667254264,13.466809741203356
2020-09-21,6.120499863781831,0.2705107526210385,-0.08212701334668687,2592.601241226891,10.455474388526941
2020-09-22,6.12230883741686,0.27034401337043323,-0.08217261047573947,2594.3722614933167,11.189132061549012
2020-09-23,6.124192682171152,0.27017159964002535,-0.08222111333126264,2592.322475342851,12.501049840039258
2020-09-24,6.126212768336796,0.2699883862226239,-0.08227445966105,2590.571193125458,12.436979447989206
2020-09-25,6.128142374434927,0.2698153800468275,-0.08232702599369714,2590.410106013975,11.829010907370652
2020-09-28,6.12992752355179,0.26965679884100624,-0.08237685356584779,2587.862667899362,13.111489118395259
2020-09-29,6.131839261747833,0.2694882780074994,-0.08243124244776022,2596.3495053357865,12.085063818233266
2020-09-30,6.133562515376421,0.26933837395480725,-0.08248200020309483,2602.0517972713183,11.673795388978125
2020-10-01,6.135203563948054,0.2691967823512035,-0.08253134708096456,2616.1717534497525,10.459108664766914
2020-10-02,6.136675000753652,0.2690709129846579,-0.08257662479873194,2617.1421123517234,8.989878178103972
2020-10-05,6.13793356619816,0.26896369670931936,-0.08261572136124415,2620.5439896394714,9.976402281134632
2020-10-06,6.139300065138958,0.268848202769963,-0.08265895393962978,2631.197253456605,9.949567490596834
2020-10-07,6.140626717703961,0.26873791973232486,-0.08270254012431226,2641.546102951145,7.6104633125372745
2020-10-08,6.141632625641417,0.2686554488962662,-0.08273660793450772,2658.4366408899273,7.070071041721504
2020-10-09,6.142555945513283,0.2685809572550442,-0.08276898658587811,2657.77714085656,6.633846624424544
2020-10-12,6.1433976204234435,0.26851396260606747,-0.0827992518248161,2659.051367509799,7.035916446601376
2020-10-13,6.144267490561402,0.268445534468673,-0.08283121008876985,2666.4716946897734,6.103882731414578
2020-10-14,6.14502071359816,0.26838669597303993,-0.08285926536007285,2665.546329920745,7.148015697214327
2020-10-15,6.145874566848317,0.26832084898838815,-0.08289176983220478,2657.698191994025,6.004888308489087
2020-10-16,6.146577495209048,0.2682670274405661,-0.0829188059287901,2665.407119710256,5.032359945985454
2020-10-19,6.147160260056724,0.26822298897410757,-0.08294173779006775,2668.6247298343037,4.708240494102656
2020-10-20,6.1476959953745425,0.26818300083147706,-0.08296324433895351,2669.540337751409,5.0015974795517115
2020-10-21,6.1482532012917375,0.2681418776990206,-0.08298600486272573,2674.59098531048,4.17405933477939
2020-10-22,6.1487168491877044,0.2681078938594822,-0.0830051568518339,2666.3217566044004,5.1324729679240955
2020-10-23,6.149272287282911,0.2680674009580011,-0.0830282439623477,2673.2908477764877,5.364517382865119
2020-10-26,6.149854252755436,0.2680250572237184,-0.08305253507453712,2670.9225772769028,4.293176586196856
2020-10-27,6.150325952179832,0.267990451902585,-0.08307197659187221,2665.445854577242,3.6610815130677654
2020-10-28,6.1507154145237415,0.26796235271193386,-0.08308840343939543,2652.3488508433097,1.5499902715896186
2020-10-29,6.1508794742850315,0.26795048455675574,-0.08309527809058471,2642.9813832947475,2.4993977302596004
2020-10-30,6.151144698975875,0.26793102856907236,-0.08310614641936465,2633.982353468353,2.1491277820106847
2020-11-02,6.151372869129868,0.26791415391398243,-0.08311536447069151,2611.9003988207023,4.81027535491112
2020-11-03,6.151869776670314,0.26787699083619443,-0.08313499598548399,2618.364348832137,6.418344767137585
2020-11-05,6.152536674826123,0.2678269236912193,-0.08316122634027993,2671.158368855842,7.121690475643394
2020-11-06,6.1533207743455725,0.2677683277697274,-0.08319264740062961,2679.9738069740597,8.046578383145642
2020-11-09,6.154219730132842,0.26770074219717777,-0.0832283926832947,2691.079479343535,11.024219943471735
2020-11-10,6.155460901081991,0.26760687399454774,-0.08327738426037286,2682.1144391360845,11.800225830999956
2020-11-11,6.156791163581428,0.2675051732376347,-0.08332888327561705,2689.331440065977,12.110763109437816
2020-11-12,6.158164072384492,0.26740017025241547,-0.0833820662567982,2692.2345974522905,12.391022790636331
2020-11-13,6.159566081521908,0.2672930267543636,-0.08343647117289071,2697.370199006685,12.154423635066713
2020-11-16,6.16094608437861,0.26718763194859335,-0.08349012356919401,2700.0010247367363,14.064401153339933
2020-11-17,6.162539885224189,0.2670654747936469,-0.08355174817544216,2698.1943565102692,13.120835518595197
2020-11-18,6.164037862003691,0.2669501224681826,-0.08360918885327001,2698.7043607921296,14.154037943443054
2020-11-19,6.165650212110793,0.2668256398994809,-0.08367074319779715,2692.7438709542516,13.137013618766048
2020-11-20,6.1671387268328335,0.2667106883912167,-0.08372747248929265,2695.399441395146,13.19435454140978
2020-11-23,6.168643861001818,0.2665940354483023,-0.08378450788035186,2700.3905913307235,12.837750575128526
2020-11-24,6.170121461482421,0.26647926646845765,-0.08384033693765694,2698.2580517234132,14.734763712560639
2020-11-25,6.171818820172718,0.26634637710197606,-0.08390355670170457,2694.691135290343,16.32205112302294
2020-11-26,6.173665370988314,0.266202082936087,-0.08397250622436292,2691.2755515598105,16.622023270003595
2020-11-27,6.175518693463934,0.2660577152357707,-0.08404203136888569,2690.2319283762126,16.818180873233434
2020-11-30,6.177366123028707,0.26591455899710786,-0.08411193719827438,2686.7149089009645,15.664672485522324
2020-12-01,6.179077226650733,0.26578219938843206,-0.08417682231228003,2685.0306671396675,17.234787614299574
2020-12-02,6.180948637505104,0.26563696466378617,-0.08424735586965064,2688.1876423857125,18.65280346163951
2020-12-03,6.182958602236671,0.26548118568740287,-0.08432332078505311,2687.1970481852986,17.694011391378783
2020-12-04,6.1848466530583455,0.26533562572649744,-0.08439529219677884,2695.303262528172,18.158132492028333
2020-12-07,6.186766064854441,0.26518884990782143,-0.08446956802215919,2696.5965616861063,18.48565133533382
2020-12-08,6.188692152581299,0.2650425293902523,-0.08454491377482372,2705.237433570411,17.535339432424802
2020-12-09,6.190490676599742,0.26490809608517435,-0.08461721150940696,2702.246200130591,18.851494724825237
2020-12-10,6.192363001533075,0.26476982071551747,-0.08469381670609474,2697.0010081367063,20.8123389709479
2020-12-11,6.19435439639905,0.2646245269898876,-0.08477667361074245,2700.8510355979965,21.31657602784194
2020-12-14,6.196355958753483,0.2644802252475521,-0.08486144779717099,2700.434492439724,20.529863216915277
2020-12-15,6.198232125176564,0.26434738718798634,-0.08494290917686084,2700.026908008119,20.299171477376742
2020-12-16,6.200028792980717,0.2642227977033393,-0.08502308133600452,2699.4692102362465,21.13307266482314
2020-12-17,6.201837967859849,0.26409974125313723,-0.08510578741082267,2708.098981405637,21.21676580285601
2020-12-18,6.203619720878589,0.2639810236255065,-0.08518943072714316,2696.615962482962,21.402159059595217
2020-12-21,6.205304820052986,0.2638729844233178,-0.08527186475348209,2685.037544004,18.6717112062569
2020-12-22,6.2067004921562186,0.2637871513492257,-0.08534298866757353,2682.6878723300765,20.64243602029403
2020-12-23,6.208137041096658,0.2637037251845711,-0.08542022745618257,2675.4544711810395,21.553180404688742
2020-12-24,6.2095476938494745,0.2636258261284676,-0.08549926806696244,2670.293127205816,21.21815268225098
2020-12-25,6.210875096968296,0.2635557457903465,-0.08557620470965817,2678.7546348359365,21.188777717180752
2020-12-28,6.212169350890206,0.2634902565442204,-0.0856537035921383,2684.9641602120855,21.377784042472104
2020-12-29,6.213437423588562,0.26342909585920804,-0.08573221683027779,2693.8659431921933,21.560243495990818
2020-12-30,6.214661782920207,0.2633746537741293,-0.08581198792308899,2693.798519914211,22.095991058185938
2021-01-04,6.215825506605791,0.2633292693500781,-0.08589307676958616,2703.069038173163,23.952069025377277
2021-01-05,6.216999034141983,0.26329070592274045,-0.08598099178186606,2719.1153659282336,23.53834052396948
2021-01-06,6.2181151580708764,0.26325913113254784,-0.0860691304186557,2716.404661681271,24.09896240987748
2021-01-08,6.219181802046928,0.26323500727689236,-0.0861583453942671,2707.352444559871,27.608801245736725
2021-01-11,6.220237224441435,0.26322396253645186,-0.08625711118039248,2693.7553876810307,29.27974143182903
2021-01-12,6.221181600917345,0.2632299379631183,-0.08635835719178181,2694.0437615935566,28.863905237622454
2021-01-13,6.221993352810681,0.26324998092940266,-0.08645773379591258,2685.3933591541013,29.22725038290599
2021-01-14,6.222637381879189,0.2632897468514372,-0.08655615104450294,2688.2430806468337,29.856188420284013
2021-01-15,6.223153269814329,0.2633471529066775,-0.08665617625893252,2670.0202500198934,29.248083417130943
2021-01-18,6.223483371463687,0.2634215644603075,-0.0867509300785056,2668.11455799683,30.12634669654708
2021-01-19,6.223673759116116,0.26351508241585125,-0.08684720651176105,2682.3737207842883,28.365036285594392
2021-01-20,6.223763048836443,0.2636164550819589,-0.0869400251175271,2678.1414620026067,29.447979099941435
2021-01-21,6.223701327991048,0.2637387140151908,-0.08703464335158607,2671.266587245623,28.12910610801891
2021-01-22,6.223514522583687,0.26387008194551465,-0.0871239130354116,2651.002591619851,27.609079323190056
2021-01-25,6.2231287539194255,0.2640203018947122,-0.08720808814674347,2651.6832092146124,28.125410614425594
